,,"1. ""Latvijas Krievu savienība""",,,,,,,,,,,,,,,,"2. Jaunā konservatīvā partija",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3. Rīcības partija",,,,,,,,,,,,,,,,,,,,"4. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5. ""PROGRESĪVIE""",,,,,,,,,,,,,,,,,,,,"6. ""Latvijas centriskā partija""",,,,,,"7. ""LSDSP/KDS/GKL""",,,,,,,,,,,,"8. No sirds Latvijai",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9. ""Saskaņa"" sociāldemokrātiskā partija",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10. Attīstībai/Par!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11. Latvijas Reģionu Apvienība",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12. ""Latviešu Nacionālisti""",,,,,,,,,,,,,,,,,,"13. Jaunā VIENOTĪBA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14. Par Alternatīvu",,"15. Politiskā partija ""KPV LV""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16. Zaļo un Zemnieku savienība",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"1. Elita Kosaka",,"2. Žanna Muzikantova",,"3. Tamāra Šustova",,"4. Nelli Kujavska",,"5. Ilona Titarenko",,"6. Valentina Lišeņa",,"7. Konstantīns Boroņins",,"8. Nataļja Bernatska",,"1. Juris Jurašs",,"2. Ieva Akuratere",,"3. Inga Gluzda",,"4. Uldis Budriķis",,"5. Bruno Jurševics",,"6. Andris Saulītis",,"7. Oskars Kreilis",,"8. Natālija Balode",,"9. Tamāra Kaudze",,"10. Egils Kraulers",,"11. Aija Burkevica",,"12. Evita Pētersone",,"13. Henrijs Ķeružis",,"14. Dainars Zolmanis",,"15. Ģirts Strazdiņš",,"1. Andris Perjans",,"2. Viktors Vasiļjevs",,"3. Andrejs Agurejevs",,"4. Igors Vaļikovs",,"5. Māris Brikmanis",,"6. Māris Peipiņš",,"7. Rudīte Bramane",,"8. Igors Konašenkovs",,"9. Miervaldis Stivriņš",,"10. Aleksandrs Sergejevs",,"1. Ilze Indriksone",,"2. Janīna Kursīte-Pakule",,"3. Artūrs Butāns",,"4. Ringolds Balodis",,"5. Linards Tiļugs",,"6. Gundars Sebris",,"7. Diāna Švānberga",,"8. Santa Laurinoviča",,"9. Uģis Lagzdiņš",,"10. Jānis Makkars",,"11. Normunds Dzintars",,"12. Ivars Atteka",,"13. Irēna Šusta",,"14. Armands Jēkabsons",,"15. Egīls Šņore",,"1. Dace Kavasa",,"2. Ansis Dobelis",,"3. Maija Rēriha",,"4. Jānis Millers",,"5. Andrejs Kirma",,"6. Zane Pūpola",,"7. Linards Hartmanis",,"8. Margarita Šenbrūna",,"9. Arturs Žipris",,"10. Daiga Eiduka",,"1. Dainis Grabovskis",,"2. Vilis Ukstiņš",,"3. Armands Stumbergs",,"1. Arvīds Kinstlers",,"2. Aija Svarinska",,"3. Rinalds Herings",,"4. Arvis Leinbergs",,"5. Rauls Dzerelis",,"6. Aidis Herings",,"1. Juris Jaunzems",,"2. Vladimirs Rudzītis",,"3. Edgars Baumanis",,"4. Indulis Šlanka",,"5. Zigurds Blūms",,"6. Māris Černovskis",,"7. Uģis Grīnbergs",,"8. Romunds Brālis",,"9. Mareks Mežiņš",,"10. Andrejs Salmins",,"11. Elvijs Treifelds",,"12. Guntis Hartmanis",,"13. Uldis Zariņš",,"14. Jānis Riekstiņš",,"15. Zigurds Dambrāns",,"1. Anrijs Matīss",,"2. Valērijs Agešins",,"3. Pāvels Sereda",,"4. Ludmila Rjazanova",,"5. Helēna Geriloviča",,"6. Gaļina Skorobogatova",,"7. Indulis Jankovskis",,"8. Sergejs Galaveckis",,"9. Vitalijs Trusevičs",,"10. Aleksejs Medvedevs",,"11. Pāvels Goroškovs",,"12. Evija Zemele",,"13. Irina Vasermane",,"14. Romans Miloslavskis",,"15. Gints Kapenieks",,"1. Juris Pūce",,"2. Dace Bluķe",,"3. Indra Ūdra",,"4. Ainārs Dimants",,"5. Andris Bačkurs",,"6. Edgars Skvariks",,"7. Ēriks Lingebērziņš",,"8. Ingemars Harmsens",,"9. Gints Valdmanis",,"10. Ivo Kalers",,"11. Gundars Ostrovskis",,"12. Uldis Eglavs",,"13. Aigars Saušs",,"14. Andris Kristkalns-Tauriņš",,"15. Anda Baidekalna",,"1. Nellija Kleinberga",,"2. Ģirts Kronbergs",,"3. Māris Dadzis",,"4. Baiba Lange",,"5. Māris Žigats",,"6. Edgars Riekstiņš",,"7. Ināra Avotiņa",,"8. Guntis Čukurs",,"9. Renārs Latvens",,"10. Ruta Penēze",,"11. Otto Vočtavs",,"12. Jolanta Klāviņa",,"13. Rolands Kleinbergs",,"14. Ramona Irbe",,"15. Andrejs Radzevičs",,"1. Silvestrs Rubins",,"2. Aivars Lasmanis",,"3. Inga Godunova",,"4. Jānis Labrencis",,"5. Aigars Putniņš",,"6. Juris Pinsters",,"7. Jevgenija Kurpniece",,"8. Egons Vanuška",,"9. Normunds Gudovskis",,"1. Arvils Ašeradens",,"2. Artis Gustovskis",,"3. Edgars Ikstens",,"4. Ints Dālderis",,"5. Māris Rozenbergs",,"6. Irēna Grauze",,"7. Gatis Zonenbergs",,"8. Aigars Priednieks",,"9. Guna Skangale",,"10. Andris Jefimovs",,"11. Laura Martinova",,"12. Aivars Ozols",,"13. Mārtiņš Langrāts",,"14. Didzis Šēnbergs",,"15. Gunārs Laicāns",,"1. Igors Glazunovs",,"1. Atis Zakatistovs",,"2. Ramona Petraviča",,"3. Ēriks Pucens",,"4. Ilga Pranča-Hartingera",,"5. Arturs Zīlītis",,"6. Egils Matīss Madelis",,"7. Edgars Kronbergs",,"8. Reinis Immermanis",,"9. Toms Andersons",,"10. Gints Zvirbulis",,"11. Raimonds Kučinskis",,"12. Dainis Drēžis",,"13. Gints Liepiņš",,"14. Jānis Brūklis",,"15. Aivars Maizītis",,"1. Gundars Daudze",,"2. Aija Barča",,"3. Edgars Putra",,"4. Jānis Kļaviņš",,"5. Jānis Vucāns",,"6. Valdis Skujiņš",,"7. Aivars Mucenieks",,"8. Andis Āboliņš",,"9. Vilnis Vitkovskis",,"10. Reinis Uzulnieks",,"11. Jānis Megnis",,"12. Ruta Karloviča",,"13. Ārijs Sproģis",,"14. Ivars Krastiņš",,"15. Dainis Kūla",
,,"+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-","+","-"
"Liepāja","221. LIEPĀJAS 3. PAMATSKOLA",31,1,9,1,8,1,8,1,11,1,8,1,9,1,8,1,29,3,20,7,11,1,10,2,7,3,6,2,4,2,8,1,6,4,5,2,14,1,6,1,10,2,5,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6,4,8,1,3,4,5,2,2,2,2,2,1,2,4,2,1,2,8,1,3,2,1,2,0,3,1,3,4,0,1,0,2,1,0,2,1,0,3,0,0,2,2,1,0,1,4,0,1,1,0,1,0,1,1,0,1,0,0,0,2,0,0,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,1,0,2,0,2,0,2,0,2,0,2,0,3,0,3,0,2,0,106,24,315,22,127,18,98,26,107,25,81,23,67,31,66,20,61,23,63,21,65,22,60,26,55,23,132,44,65,21,11,1,5,1,3,1,9,2,3,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,4,1,6,1,3,1,3,1,2,1,3,1,3,1,5,1,5,0,2,2,2,2,2,2,3,2,2,3,5,2,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,7,3,0,2,1,2,3,3,0,2,2,2,0,2,0,2,1,2,2,2,1,2,1,1,0,2,0,2,0,2,2,1,50,4,25,7,23,5,29,6,30,7,21,6,25,4,24,7,24,7,22,6,25,7,21,7,20,6,22,6,22,6,9,5,16,9,3,6,3,3,3,3,10,5,2,3,1,3,8,3,1,3,1,3,1,3,1,3,5,3,3,2
"Liepāja","222. LIEPĀJAS SPECIĀLĀ INTERNĀTPAMATSKOLA",6,5,3,0,3,0,3,0,3,0,3,0,3,0,3,0,69,8,32,33,12,7,25,7,11,7,10,6,6,9,7,7,7,6,9,8,10,7,8,5,18,3,11,6,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,45,17,34,5,12,21,14,9,5,5,14,11,3,13,7,7,6,12,30,9,5,10,7,13,7,7,11,13,8,0,6,0,5,2,6,1,5,1,5,0,6,1,4,1,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,21,129,20,23,15,21,15,45,16,38,16,11,27,8,16,4,11,5,11,21,14,22,22,5,15,38,39,9,11,38,3,22,2,12,3,24,6,7,2,8,1,7,4,8,4,4,3,5,5,7,4,6,4,6,7,6,7,5,5,10,5,26,10,2,6,0,7,1,9,1,7,1,8,12,2,0,7,0,8,1,9,2,6,2,7,1,8,3,11,1,0,1,0,1,0,1,0,2,0,1,0,1,1,1,0,1,0,30,4,7,3,8,4,14,10,5,3,6,5,3,5,3,2,5,7,3,4,4,5,2,7,4,3,3,2,2,5,0,0,58,5,27,5,16,5,20,5,16,10,13,11,20,7,12,10,20,10,15,5,15,11,15,11,12,9,11,10,18,10,31,15,58,21,23,13,9,13,9,11,24,34,4,14,3,12,34,12,5,14,3,14,4,17,4,15,11,16,9,15
"Liepāja","223. LIEPĀJAS PILSĒTAS DOMES SOCIĀLĀ DIENESTA BĒRNUNAMS",3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,29,2,9,10,4,4,5,3,7,3,5,4,4,2,3,3,2,3,3,3,6,3,5,1,9,2,3,2,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,11,2,9,0,3,2,6,3,1,0,3,0,1,1,1,0,1,0,4,0,1,0,1,1,1,0,2,1,3,0,2,0,3,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,8,77,9,25,4,20,6,24,4,17,5,11,9,9,7,8,9,12,6,11,8,11,8,10,7,21,16,11,7,20,1,9,4,3,7,4,3,0,4,2,4,1,3,1,3,1,4,0,5,2,1,0,3,0,3,1,3,4,2,6,0,9,3,1,1,1,1,1,1,1,1,2,1,1,0,3,0,1,0,1,1,1,0,2,0,1,0,3,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,10,3,2,1,2,1,5,2,2,1,1,1,1,1,2,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,37,6,16,7,13,8,12,7,13,8,12,8,12,6,8,10,11,7,8,6,13,9,9,9,8,8,8,7,10,7,12,8,20,13,9,5,7,3,2,4,16,9,3,3,3,4,11,5,3,2,2,3,3,4,4,6,7,4,4,7
"Liepāja","224. PROFESIONĀLĀS IZGLĪTĪBAS KOMPETENCES CENTRS ""LIEPĀJAS VALSTS TEHNIKUMS""",16,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,54,2,21,24,16,6,23,6,10,6,8,6,10,5,7,7,6,7,8,8,10,7,7,8,14,7,7,6,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,36,10,27,5,19,12,13,8,6,7,12,7,6,12,5,7,4,8,32,4,8,7,9,12,11,6,15,8,17,2,8,3,9,3,3,3,7,3,9,3,3,4,4,4,7,3,8,2,1,0,2,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1,3,0,1,0,2,0,2,0,2,0,1,0,2,0,1,0,2,0,2,0,1,0,2,0,1,0,1,0,1,0,19,6,87,7,22,6,23,5,24,8,14,7,12,8,12,5,9,3,11,4,9,6,11,8,9,5,35,17,11,6,39,13,32,4,16,7,20,9,10,5,11,6,11,5,11,7,13,5,11,8,12,5,10,5,14,5,10,6,12,7,12,3,16,5,4,1,3,1,4,2,2,1,6,2,9,1,4,1,1,2,1,2,3,1,1,3,3,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,4,2,5,1,12,5,1,2,1,3,4,4,2,2,1,3,3,3,3,2,1,4,3,1,1,1,3,2,2,0,90,4,51,5,41,4,39,5,41,5,33,4,40,4,30,5,42,3,34,5,39,14,33,10,33,8,32,6,38,8,29,15,31,18,21,17,8,13,5,14,21,26,5,13,5,14,28,15,7,13,7,14,7,14,4,16,10,14,10,16
"Liepāja","225. OSKARA KALPAKA LIEPĀJAS 15. VIDUSSKOLA",14,0,5,0,3,0,3,0,4,0,4,0,6,0,3,0,55,2,31,23,13,5,30,3,14,4,16,4,16,4,16,4,15,5,15,3,19,4,16,4,20,3,16,3,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,31,7,31,3,11,12,10,7,7,5,13,7,9,4,9,5,7,6,24,6,7,6,8,6,10,6,13,8,7,0,8,0,6,0,5,0,3,0,6,0,4,0,2,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,51,17,202,19,63,14,53,12,64,16,46,14,38,19,31,16,30,16,33,15,38,14,32,13,30,15,73,37,32,14,26,4,17,5,12,9,14,4,6,5,8,4,7,10,9,6,7,8,4,6,9,6,7,5,3,6,8,6,6,6,18,5,26,8,7,3,5,5,5,8,4,3,13,3,5,5,5,2,3,7,3,7,6,3,4,3,4,3,9,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,2,0,2,2,9,2,2,1,3,1,1,1,2,2,2,2,2,1,2,1,1,2,2,1,2,1,1,2,2,0,95,10,45,10,40,11,38,8,44,8,34,10,50,7,34,8,48,10,39,8,44,8,31,7,40,8,33,7,36,10,15,10,25,21,14,9,8,8,7,7,17,14,4,7,6,4,17,9,6,5,4,7,4,7,2,7,8,7,5,8
"Liepāja","226. LIEPĀJAS 7. VIDUSSKOLA",33,6,8,1,12,1,8,1,9,1,8,1,10,1,10,1,37,3,24,16,13,4,14,4,12,1,16,2,12,3,11,8,9,6,8,2,14,3,11,4,13,0,13,1,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1,20,4,15,2,9,2,6,2,4,2,8,1,2,1,3,2,2,0,16,2,3,1,4,0,4,0,6,0,10,1,10,1,7,1,8,1,7,0,6,0,9,0,7,0,8,0,7,0,1,0,2,0,1,0,2,0,1,0,2,0,2,0,2,0,2,0,1,2,0,2,1,2,0,2,0,2,0,3,1,2,0,2,0,2,0,2,0,2,0,2,0,2,1,2,1,1,75,16,325,26,109,16,98,22,113,26,68,20,51,23,49,13,39,16,42,16,46,18,36,20,37,17,114,77,40,18,28,1,19,0,9,1,17,2,7,0,8,0,7,0,9,0,9,0,8,1,8,0,7,0,7,0,8,0,9,0,3,4,14,4,5,4,1,4,3,3,3,2,2,2,2,2,1,2,1,3,0,2,0,4,1,2,1,3,8,4,3,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,10,1,4,1,3,1,4,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,3,0,48,2,23,3,22,2,11,5,20,5,11,5,18,7,11,4,22,5,12,4,16,6,13,5,12,4,11,3,12,6,15,10,46,11,10,6,7,6,4,5,14,11,4,4,5,4,27,4,6,4,6,4,4,5,6,5,11,7,8,7
"Liepāja","227. DRAUDZĪGĀ AICINĀJUMA LIEPĀJAS PILSĒTAS 5. VIDUSSKOLA",0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,41,5,33,14,11,3,14,5,10,5,7,6,5,5,6,3,4,5,5,4,8,4,4,5,7,7,7,6,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,26,7,29,3,14,9,16,4,7,5,15,6,7,7,7,7,7,6,18,7,6,6,7,7,8,5,14,6,6,1,7,1,7,1,5,3,2,1,6,1,3,3,3,3,3,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,1,0,1,1,1,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,7,9,36,4,10,7,10,6,14,7,6,6,9,6,4,6,5,6,6,6,6,8,4,6,5,7,5,16,7,4,24,4,14,2,12,2,11,6,6,2,6,2,6,2,6,3,10,2,6,2,8,2,7,2,7,2,6,3,8,2,5,4,19,4,3,3,3,3,5,3,5,3,5,3,5,3,4,3,3,4,2,3,2,3,2,3,2,3,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,1,2,1,1,3,1,2,2,2,1,2,1,2,1,4,3,4,1,4,2,4,1,3,2,4,1,4,0,2,59,8,30,9,22,8,19,9,29,11,18,10,26,10,17,11,26,6,19,7,27,15,19,11,18,8,21,8,23,11,33,8,49,18,30,10,11,11,11,9,40,15,10,11,8,10,38,8,10,12,10,9,15,8,10,10,19,10,14,13
"Liepāja","228. LIEPĀJAS REĢIONĀLĀ SLIMNĪCA",3,0,1,1,2,1,1,1,1,1,2,1,1,1,1,1,13,3,5,10,3,1,3,0,2,1,2,0,0,0,0,1,0,2,1,2,4,2,0,0,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,12,9,14,7,6,12,10,11,4,9,4,5,2,8,1,8,2,8,13,8,1,8,6,8,5,8,4,9,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,53,7,20,4,12,4,21,6,17,6,13,7,11,5,12,6,11,6,14,4,9,7,8,6,20,19,11,9,18,2,10,3,4,3,8,1,3,1,4,1,2,1,2,2,4,2,3,2,4,1,2,1,1,1,2,3,2,1,2,4,10,3,1,2,2,0,2,1,1,0,2,2,2,2,3,1,1,1,1,2,1,0,1,2,3,1,2,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,4,2,3,1,6,1,4,1,3,2,3,2,2,2,2,2,3,2,3,2,3,2,2,2,3,2,2,2,2,0,47,4,25,7,14,7,12,7,15,9,16,6,13,7,9,9,21,6,13,7,13,12,10,9,10,8,12,8,13,9,10,7,24,12,10,6,3,5,3,6,13,14,2,5,1,4,12,4,1,5,2,4,3,5,1,5,12,8,2,7
